159	????	https://sdl-stickershop.line.naver.jp/stickershop/v1/sticker/16978172/android/sticker.png
166	??????	http://www.nippon.com/hk/features/h10010/
190	MD????	https://m.gamer.com.tw/forum/C.php?bsn=30599&page=&snA=5896&last=
210	MD??	https://forum.gamer.com.tw/C.php?bsn=30599&snA=415&tnum=2
220	MD?? ROOT	??????????????ROOT???????????MD??-RTEXP????\n\n????ROOT????????????:\nADB(????)?FASTBOOT(??RECOVERY)???(SD???ROOT????????????RECOVERY??)???\n?????ROOT??????????RECOVERY?SUPERSU(??????ROOT?)\n???????SAMSUNG???????ODIN????RECOVERY?SUPERSU??????ROOT???????? https://goo.gl/r4fIzS?\n?????????????????????????????????????????????GOOGLE?GOOGLE????????????????????(??) (???????DESIRE 816) ROOT??
222	MD??	?????????: https://goo.gl/8yYUFZ\n\n??????????????????????????????????????????G???????USD(??)??????????
227	MD??	SAOMD????\nhttps://www.facebook.com/groups/sao.md.exchange/
228	MD????	SAOMD????\nhttps://www.facebook.com/groups/sao.md.exchange/
231	MD????	https://forum.gamer.com.tw/C.php?bsn=30599&snA=4250&tnum=3
232	MD??	https://m.gamer.com.tw/forum/C.php?bsn=30599&page=&snA=5896
233	CRFB	https://www.facebook.com/groups/sao.cr/
234	????	https://i.imgur.com/I2cJg2N.jpg
235	?????????	https://i.imgur.com/b54jIOT.jpg
236	????????	https://i.imgur.com/SEn9XDZ.jpg
241	MD???	https://i.imgur.com/XJXnS4b.jpg
243	MD????	https://ratsounds.github.io/saomddc/\n??????
366	MD??	????\nhttps://api-defrag-ap.wrightflyer.net/webview/announcement?phone_type=2\n????\nhttps://api-defrag-ap.wrightflyer.net/webview/announcement?phone_type=2&LANG=EN\n????\nhttps://api-defrag-ap.wrightflyer.net/webview/announcement?phone_type=2&LANG=TC
382	MD????	SAOMD????\nhttps://www.facebook.com/groups/sao.md.exchange/
364	MD??	https://forum.gamer.com.tw/C.php?bsn=30599&snA=415&tnum=2
374	MD?? ROOT	??????????????ROOT???????????MD??-RTEXP????\n\n????ROOT????????????:\nADB(????)?FASTBOOT(??RECOVERY)???(SD???ROOT????????????RECOVERY??)???\n?????ROOT??????????RECOVERY?SUPERSU(??????ROOT?)\n???????SAMSUNG???????ODIN????RECOVERY?SUPERSU??????ROOT???????? https://goo.gl/r4fIzS?\n?????????????????????????????????????????????GOOGLE?GOOGLE????????????????????(??) (???????DESIRE 816) ROOT??
381	MD??	SAOMD????\nhttps://www.facebook.com/groups/sao.md.exchange/
344	MD????	https://m.gamer.com.tw/forum/C.php?bsn=30599&page=&snA=5896&last=
358	MD??	?????????????????~\n\n????——??????????\nhttps://forum.gamer.com.tw/C.php?bsn=30599&snA=1435\n\n????????\nhttps://forum.gamer.com.tw/C.php?bsn=30599&snA=1835&tnum=1\n\n????????\nhttps://forum.gamer.com.tw/C.php?bsn=30599&snA=2247&tnum=1\n\n????????\nhttps://forum.gamer.com.tw/Co.php?bsn=30599&sn=29366
376	MD??	?????????: https://goo.gl/8yYUFZ\n\n??????????????????????????????????????????G???????USD(??)??????????
385	MD????	https://forum.gamer.com.tw/C.php?bsn=30599&snA=4250&tnum=3
390	????????	https://i.imgur.com/SEn9XDZ.jpg
386	MD??	https://m.gamer.com.tw/forum/C.php?bsn=30599&page=&snA=5896
388	????	https://i.imgur.com/I2cJg2N.jpg
387	CRFB	https://www.facebook.com/groups/sao.cr/
397	MD????	https://ratsounds.github.io/saomddc/\n??????
389	?????????	https://i.imgur.com/b54jIOT.jpg
395	MD???	https://i.imgur.com/XJXnS4b.jpg
451	MD?? ROOT	??????????????ROOT???????????MD??-RTEXP????\n\n????ROOT????????????:\nADB(????)?FASTBOOT(??RECOVERY)???(SD???ROOT????????????RECOVERY??)???\n?????ROOT??????????RECOVERY?SUPERSU(??????ROOT?)\n???????SAMSUNG???????ODIN????RECOVERY?SUPERSU??????ROOT???????? https://goo.gl/r4fIzS?\n?????????????????????????????????????????????GOOGLE?GOOGLE????????????????????(??) (???????DESIRE 816) ROOT??
441	MD??	https://forum.gamer.com.tw/C.php?bsn=30599&snA=415&tnum=2
459	MD????	SAOMD????\nhttps://www.facebook.com/groups/sao.md.exchange/
421	MD????	https://m.gamer.com.tw/forum/C.php?bsn=30599&page=&snA=5896&last=
458	MD??	SAOMD????\nhttps://www.facebook.com/groups/sao.md.exchange/
453	MD??	?????????: https://goo.gl/8yYUFZ\n\n??????????????????????????????????????????G???????USD(??)??????????
463	MD??	https://m.gamer.com.tw/forum/C.php?bsn=30599&page=&snA=5896
462	MD????	https://forum.gamer.com.tw/C.php?bsn=30599&snA=4250&tnum=3
466	?????????	https://i.imgur.com/b54jIOT.jpg
464	CRFB	https://www.facebook.com/groups/sao.cr/
465	????	https://i.imgur.com/I2cJg2N.jpg
472	MD???	https://i.imgur.com/XJXnS4b.jpg
474	MD????	https://ratsounds.github.io/saomddc/\n??????
467	????????	https://i.imgur.com/SEn9XDZ.jpg
535	MD??	SAOMD????\nhttps://www.facebook.com/groups/sao.md.exchange/
536	MD????	SAOMD????\nhttps://www.facebook.com/groups/sao.md.exchange/
528	MD?? ROOT	??????????????ROOT???????????MD??-RTEXP????\n\n????ROOT????????????:\nADB(????)?FASTBOOT(??RECOVERY)???(SD???ROOT????????????RECOVERY??)???\n?????ROOT??????????RECOVERY?SUPERSU(??????ROOT?)\n???????SAMSUNG???????ODIN????RECOVERY?SUPERSU??????ROOT???????? https://goo.gl/r4fIzS?\n?????????????????????????????????????????????GOOGLE?GOOGLE????????????????????(??) (???????DESIRE 816) ROOT??
518	MD??	https://forum.gamer.com.tw/C.php?bsn=30599&snA=415&tnum=2
498	MD????	https://m.gamer.com.tw/forum/C.php?bsn=30599&page=&snA=5896&last=
530	MD??	?????????: https://goo.gl/8yYUFZ\n\n??????????????????????????????????????????G???????USD(??)??????????
539	MD????	https://forum.gamer.com.tw/C.php?bsn=30599&snA=4250&tnum=3
543	?????????	https://i.imgur.com/b54jIOT.jpg
542	????	https://i.imgur.com/I2cJg2N.jpg
541	CRFB	https://www.facebook.com/groups/sao.cr/
540	MD??	https://m.gamer.com.tw/forum/C.php?bsn=30599&page=&snA=5896
551	MD????	https://ratsounds.github.io/saomddc/\n??????
544	????????	https://i.imgur.com/SEn9XDZ.jpg
549	MD???	https://i.imgur.com/XJXnS4b.jpg
553	MFF??	http://www.finalfantasy.jp/mobius/information/news.html
555	IF??	http://sao-if.bn-ent.net/
565	d8415b5581a70390924ad645d731a0e36ec5da707877720383e6234f	https://i.imgur.com/bNXmYwe.jpg
566	d8415b5581a70390924ad645d731a0e36ec5da707877720383e6234f	https://i.imgur.com/bNXmYwe.jpg
568	?	https://i.imgur.com/7pQfPUL.jpg
574	????	https://i.imgur.com/MRL2BSZ.jpg
580	?	https://i.imgur.com/ypqK7Y9.jpg
583	STAR GUARDIAN 2017	https://www.youtube.com/watch?v=_0vaA-8EXjk
601	16816BA514A250F541BEFD83694E7512832D270707A73142E8F2E80E	????????????
694	ERRURL	http://line-bot-rxjc.herokuapp.com/error
729	f14a724fa1aa3c41a92819175178af60a464f6bd7d3e27521183b3ee	https://i.imgur.com/IZ4Fz1q.jpg
744	5b0e040c628ed3dd46037de55a21d92bfe4b053fc7563d495b9686c2	https://i.imgur.com/bNXmYwe.jpg
745	5b0e040c628ed3dd46037de55a21d92bfe4b053fc7563d495b9686c2	https://i.imgur.com/bNXmYwe.jpg
775	MD????	https://m.gamer.com.tw/forum/C.php?bsn=30599&page=&snA=5896&last=
813	MD????	SAOMD????\nhttps://www.facebook.com/groups/sao.md.exchange/
805	MD?? ROOT	??????????????ROOT???????????MD??-RTEXP????\n\n????ROOT????????????:\nADB(????)?FASTBOOT(??RECOVERY)???(SD???ROOT????????????RECOVERY??)???\n?????ROOT??????????RECOVERY?SUPERSU(??????ROOT?)\n???????SAMSUNG???????ODIN????RECOVERY?SUPERSU??????ROOT???????? https://goo.gl/r4fIzS?\n?????????????????????????????????????????????GOOGLE?GOOGLE????????????????????(??) (???????DESIRE 816) ROOT??
807	MD??	?????????: https://goo.gl/8yYUFZ\n\n??????????????????????????????????????????G???????USD(??)??????????
795	MD??	https://forum.gamer.com.tw/C.php?bsn=30599&snA=415&tnum=2
812	MD??	SAOMD????\nhttps://www.facebook.com/groups/sao.md.exchange/
789	MD??	?????????????????~\n\n????——??????????\nhttps://forum.gamer.com.tw/C.php?bsn=30599&snA=1435\n\n????????\nhttps://forum.gamer.com.tw/C.php?bsn=30599&snA=1835&tnum=1\n\n????????\nhttps://forum.gamer.com.tw/C.php?bsn=30599&snA=2247&tnum=1\n\n????????\nhttps://forum.gamer.com.tw/Co.php?bsn=30599&sn=29366
797	MD??	????\nhttps://api-defrag-ap.wrightflyer.net/webview/announcement?phone_type=2\n????\nhttps://api-defrag-ap.wrightflyer.net/webview/announcement?phone_type=2&LANG=EN\n????\nhttps://api-defrag-ap.wrightflyer.net/webview/announcement?phone_type=2&LANG=TC
820	?????????	https://i.imgur.com/b54jIOT.jpg
827	MD????	https://ratsounds.github.io/saomddc/\n??????
817	MD??	https://m.gamer.com.tw/forum/C.php?bsn=30599&page=&snA=5896
821	????????	https://i.imgur.com/SEn9XDZ.jpg
816	MD????	https://forum.gamer.com.tw/C.php?bsn=30599&snA=4250&tnum=3
819	????	https://i.imgur.com/I2cJg2N.jpg
818	CRFB	https://www.facebook.com/groups/sao.cr/
826	MD???	https://i.imgur.com/XJXnS4b.jpg
867	??????	https://i.imgur.com/jK61tPU.jpg
